ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
52,New York,US Open,06/09/15,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Bellucci T.,3,30,8840,1190,6,3,6,2,7,5,,,,,3,0,Completed,1.05,11,1.05,9,1.05,10,1.07,11.76,1.07,13.23,1.05,10.28
52,New York,US Open,06/09/15,Grand Slam,Outdoor,Hard,4th Round,5,Cilic M.,Chardy J.,9,27,3550,1300,6,3,2,6,7,6,6,1,,,3,1,Completed,1.5,2.62,1.5,2.5,1.5,2.62,1.52,2.77,1.54,2.87,1.5,2.6
52,New York,US Open,06/09/15,Grand Slam,Outdoor,Hard,4th Round,5,Tsonga J.W.,Paire B.,18,41,1675,1052,6,4,6,3,6,4,,,,,3,0,Completed,1.3,3.5,1.28,3.5,1.3,3.5,1.34,3.67,1.36,3.8,1.3,3.51
52,New York,US Open,06/09/15,Grand Slam,Outdoor,Hard,4th Round,5,Lopez F.,Fognini F.,19,32,1665,1165,6,3,7,6,6,1,,,,,3,0,Completed,1.8,2,1.7,2.1,1.73,2.1,1.91,2.02,1.91,2.2,1.76,2.06
52,New York,US Open,07/09/15,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Bautista R.,1,23,14865,1510,6,3,4,6,6,4,6,3,,,3,1,Completed,1.005,26,1.02,12,1.02,15,1.02,26.69,1.02,34,1.02,18.75
52,New York,US Open,07/09/15,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Young D.,5,68,5710,730,6,4,1,6,6,3,6,4,,,3,1,Completed,1.11,6.5,1.12,5.75,1.12,6,1.14,6.92,1.15,7,1.12,7.06
52,New York,US Open,07/09/15,Grand Slam,Outdoor,Hard,4th Round,5,Anderson K.,Murray A.,14,3,2160,8840,7,6,6,3,6,7,7,6,,,3,1,Completed,6,1.12,5.5,1.13,6,1.12,6.12,1.17,6.3,1.17,5.82,1.13
52,New York,US Open,08/09/15,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Isner J.,2,13,9065,2235,7,6,7,6,7,5,,,,,3,0,Completed,1.1,7,1.1,6.25,1.11,6.5,1.13,7.6,1.14,7.6,1.11,6.69
52,New York,US Open,08/09/15,Grand Slam,Outdoor,Hard,4th Round,5,Gasquet R.,Berdych T.,12,6,2240,5230,2,6,6,3,6,4,6,1,,,3,1,Completed,2.37,1.57,2.25,1.62,2.25,1.62,2.29,1.71,2.38,1.73,2.24,1.65
52,New York,US Open,08/09/15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Cilic M.,Tsonga J.W.,9,18,3550,1675,6,4,6,4,3,6,6,7,6,4,3,2,Completed,2.3,1.61,2.25,1.62,2.25,1.62,2.44,1.64,2.44,1.69,2.31,1.62
52,New York,US Open,09/09/15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Lopez F.,1,19,14865,1665,6,1,3,6,6,3,7,6,,,3,1,Completed,1.02,15,1.03,11,1.02,15,1.05,15.85,1.05,18,1.03,13.47
52,New York,US Open,09/09/15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Anderson K.,5,14,5710,2160,6,4,6,4,6,0,,,,,3,0,Completed,1.53,2.5,1.6,2.3,1.57,2.38,1.58,2.58,1.65,2.6,1.56,2.43
52,New York,US Open,10/09/15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Gasquet R.,2,12,9065,2240,6,3,6,3,6,1,,,,,3,0,Completed,1.08,8,1.1,6.5,1.1,7,1.11,8.15,1.12,8.5,1.1,7.22
52,New York,US Open,11/09/15,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Cilic M.,1,9,14865,3550,6,0,6,1,6,2,,,,,3,0,Completed,1.12,6,1.11,6,1.11,6.5,1.13,7.75,1.14,7.75,1.12,6.46
52,New York,US Open,12/09/15,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Wawrinka S.,2,5,9065,5710,6,4,6,3,6,1,,,,,3,0,Completed,1.3,3.5,1.33,3.2,1.33,3.4,1.32,3.91,1.34,3.91,1.31,3.5
52,New York,US Open,13/09/15,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Federer R.,1,2,14865,9065,6,4,5,7,6,4,6,4,,,3,1,Completed,1.66,2.2,1.75,2.05,1.67,2.25,1.74,2.28,1.76,2.3,1.7,2.17
